"schema_name","table_name","column_id","column_name","data_type","max_length","precision","scale","is_nullable","seed_value","increment_value","default_definition"
"dbo","integrateLog_list","3","type","int","4","10","0","False","","",""
"dbo","integrateLog_list","4","name","nvarchar","1000","0","0","False","","",""
"dbo","integrateLog_list","5","info_","nvarchar","-1","0","0","True","","",""
"dbo","integrateLog_list","6","addtime","datetime","8","23","3","False","","",""
"dbo","integrateLog_list","7","user_id","int","4","10","0","False","","",""
"dbo","integrateLog_list","8","adminname","nvarchar","500","0","0","True","","",""
"dbo","integrateLog_list","11","orderpro_orderno","nvarchar","100","0","0","True","","",""
"dbo","integrateLog_list","12","literature_id","int","4","10","0","True","","",""
"dbo","integrateLogType_list","1","id","int","4","10","0","False","","",""
"dbo","integrateLogType_list","2","name","nvarchar","100","0","0","False","","",""
"dbo","integrateLogType_list","3","num_integrate","int","4","10","0","True","","",""
"dbo","integratestatus_list","1","id","int","4","10","0","False","","",""
"dbo","integratestatus_list","2","name","nvarchar","100","0","0","False","","",""
"dbo","Journal","1","id","int","4","10","0","False","1","1",""
"dbo","Journal","2","name_cn","nvarchar","600","0","0","False","","","(N'')"
"dbo","Journal","3","name_en","nvarchar","1000","0","0","True","","",""
"dbo","Journal","4","normalized_name","nvarchar","1000","0","0","False","","",""
"dbo","Journal","5","issn","nvarchar","200","0","0","True","","",""
"dbo","Journal","6","eissn","nvarchar","200","0","0","True","","",""
"dbo","Journal","7","publisher","nvarchar","1000","0","0","True","","",""
"dbo","Journal","8","country","nvarchar","400","0","0","True","","",""
"dbo","Journal","9","subject","nvarchar","1000","0","0","True","","",""
"dbo","Journal","10","website","nvarchar","2000","0","0","True","","",""
"dbo","Journal","11","status","int","4","10","0","False","","","((1))"
"dbo","Journal","13","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","Journal","14","updatetime","datetime","8","23","3","False","","","(getdate())"
"dbo","link_list","1","id","int","4","10","0","False","1","1",""
"dbo","link_list","2","name","nvarchar","300","0","0","True","","",""
"dbo","link_list","3","isshow","int","4","10","0","False","","","((0))"
"dbo","link_list","4","addtime","datetime","8","23","3","False","","",""
"dbo","link_list","5","uptime","datetime","8","23","3","False","","",""
"dbo","link_list","6","orderid","int","4","10","0","False","","",""
"dbo","link_list","7","url","nvarchar","1200","0","0","True","","",""
"dbo","link_list","8","type","int","4","10","0","False","","",""
"dbo","link_list","9","upload_pic_icon","nvarchar","100","0","0","True","","",""
"dbo","Literature","1","id","int","4","10","0","False","1","1",""
"dbo","Literature","2","title","nvarchar","1000","0","0","False","","",""
"dbo","Literature","3","subtitle","nvarchar","1000","0","0","True","","",""
"dbo","Literature","5","doi","nvarchar","200","0","0","True","","",""
"dbo","Literature","6","keywords","nvarchar","1000","0","0","True","","",""
"dbo","Literature","7","abstract_text","nvarchar","-1","0","0","True","","",""
"dbo","Literature","8","source_type","nvarchar","100","0","0","True","","",""
"dbo","Literature","9","language","nvarchar","100","0","0","True","","",""
"dbo","Literature","10","publish_year","int","4","10","0","True","","",""
"dbo","Literature","11","journal_name","nvarchar","600","0","0","True","","",""
"dbo","Literature","12","conference_name","nvarchar","600","0","0","True","","",""
"dbo","Literature","13","publisher","nvarchar","600","0","0","True","","",""
"dbo","Literature","14","volume","nvarchar","100","0","0","True","","",""
"dbo","Literature","15","issue","nvarchar","100","0","0","True","","",""
"dbo","Literature","16","pages","nvarchar","200","0","0","True","","",""
"dbo","Literature","17","category_id","int","4","10","0","False","","","((0))"
"dbo","Literature","19","cover_pic","nvarchar","510","0","0","True","","",""
"dbo","Literature","22","external_url","nvarchar","1000","0","0","True","","",""
"dbo","Literature","23","source_db","nvarchar","400","0","0","True","","",""
"dbo","Literature","24","remark","nvarchar","2000","0","0","True","","",""
"dbo","Literature","25","is_top","int","4","10","0","False","","","((0))"
"dbo","Literature","26","status","int","4","10","0","False","","","((1))"
"dbo","Literature","27","userid","int","4","10","0","False","","","((0))"
"dbo","Literature","28","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","Literature","29","updatetime","datetime","8","23","3","False","","","(getdate())"
"dbo","Literature","30","institution","nvarchar","1000","0","0","True","","",""
"dbo","Literature","31","download_points","int","4","10","0","False","","","((0))"
"dbo","Literature","32","reviewed_by","int","4","10","0","True","","",""
"dbo","Literature","33","review_time","datetime","8","23","3","True","","",""
"dbo","Literature","34","import_batch_id","int","4","10","0","True","","",""
"dbo","Literature","35","canonical_literature_id","int","4","10","0","True","","",""
"dbo","Literature","36","journal_id","int","4","10","0","True","","",""
"dbo","Literature","37","conference_id","int","4","10","0","True","","",""
"dbo","Literature","38","publish_month","int","4","10","0","True","","",""
"dbo","Literature","39","publish_day","int","4","10","0","True","","",""
"dbo","Literature","40","publish_date","date","3","10","0","True","","",""
"dbo","Literature","41","publish_date_precision","nvarchar","40","0","0","True","","",""
"dbo","LiteratureAuthorInstitutionMap","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureAuthorInstitutionMap","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureAuthorInstitutionMap","3","author_id","int","4","10","0","False","","",""
"dbo","LiteratureAuthorInstitutionMap","4","literature_author_map_id","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorInstitutionMap","5","institution_id","int","4","10","0","False","","",""
"dbo","LiteratureAuthorInstitutionMap","6","affiliation_text","nvarchar","2000","0","0","True","","",""
"dbo","LiteratureAuthorInstitutionMap","7","author_order","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorInstitutionMap","8","institution_order","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorInstitutionMap","9","is_current_for_author","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorInstitutionMap","10","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureAuthorInstitutionMap","11","source_type","nvarchar","100","0","0","True","","",""
"dbo","LiteratureAuthorInstitutionMap","12","is_confirmed","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorInstitutionMap","13","confirm_by","int","4","10","0","True","","",""
"dbo","LiteratureAuthorInstitutionMap","14","confirm_time","datetime","8","23","3","True","","",""
"dbo","LiteratureAuthorInstitutionMap","15","updatetime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureAuthorMap","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureAuthorMap","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureAuthorMap","3","author_id","int","4","10","0","False","","",""
"dbo","LiteratureAuthorMap","4","author_order","int","4","10","0","False","","","((1))"
"dbo","LiteratureAuthorMap","5","is_corresponding","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorMap","6","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureAuthorMap","7","affiliation_text","nvarchar","1000","0","0","True","","",""
"dbo","LiteratureAuthorMap","8","raw_author_text","nvarchar","600","0","0","True","","",""
"dbo","LiteratureAuthorMap","9","display_author_name","nvarchar","600","0","0","True","","",""
"dbo","LiteratureAuthorMap","10","author_name_raw","nvarchar","1200","0","0","True","","",""
"dbo","LiteratureAuthorMap","11","is_confirmed","int","4","10","0","False","","","((0))"
"dbo","LiteratureAuthorMap","12","confirm_by","int","4","10","0","True","","",""
"dbo","LiteratureAuthorMap","13","confirm_time","datetime","8","23","3","True","","",""
"dbo","LiteratureAuthorMap","14","identity_confidence","decimal","5","5","2","True","","",""
"dbo","LiteratureCategory","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureCategory","2","parent_id","int","4","10","0","True","","","((0))"
"dbo","LiteratureCategory","3","name","nvarchar","200","0","0","False","","",""
"dbo","LiteratureCategory","4","name_en","nvarchar","400","0","0","True","","",""
"dbo","LiteratureCategory","5","code","nvarchar","200","0","0","True","","",""
"dbo","LiteratureCategory","6","orderid","int","4","10","0","False","","","((0))"
"dbo","LiteratureCategory","7","status","int","4","10","0","False","","","((1))"
"dbo","LiteratureCategory","8","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureCategory","9","updatetime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureComment","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureComment","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureComment","3","canonical_literature_id","int","4","10","0","True","","",""
"dbo","LiteratureComment","4","userid","int","4","10","0","False","","",""
"dbo","LiteratureComment","5","parent_id","int","4","10","0","False","","","((0))"
"dbo","LiteratureComment","6","content","nvarchar","-1","0","0","False","","",""
"dbo","LiteratureComment","7","status","int","4","10","0","False","","","((0))"
"dbo","LiteratureComment","8","like_count","int","4","10","0","False","","","((0))"
"dbo","LiteratureComment","9","report_count","int","4","10","0","False","","","((0))"
"dbo","LiteratureComment","10","is_deleted","int","4","10","0","False","","","((0))"
"dbo","LiteratureComment","11","delete_time","datetime","8","23","3","True","","",""
"dbo","LiteratureComment","12","reviewed_by","int","4","10","0","True","","",""
"dbo","LiteratureComment","13","review_time","datetime","8","23","3","True","","",""
"dbo","LiteratureComment","14","review_remark","nvarchar","1000","0","0","True","","",""
"dbo","LiteratureComment","17","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureComment","18","updatetime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureDownloadLog","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureDownloadLog","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureDownloadLog","3","user_id","int","4","10","0","False","","",""
"dbo","LiteratureDownloadLog","4","literature_title","nvarchar","1000","0","0","True","","",""
"dbo","LiteratureDownloadLog","5","file_url","nvarchar","510","0","0","True","","",""
"dbo","LiteratureDownloadLog","6","download_points","int","4","10","0","False","","","((0))"
"dbo","LiteratureDownloadLog","7","literature_user_id","int","4","10","0","False","","","((0))"
"dbo","LiteratureDownloadLog","8","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureExportLog","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureExportLog","2","export_name","nvarchar","400","0","0","False","","",""
"dbo","LiteratureExportLog","3","export_type","nvarchar","100","0","0","False","","",""
"dbo","LiteratureExportLog","4","file_name","nvarchar","510","0","0","True","","",""
"dbo","LiteratureExportLog","5","record_count","int","4","10","0","False","","","((0))"
"dbo","LiteratureExportLog","6","userid","int","4","10","0","False","","","((0))"
"dbo","LiteratureExportLog","7","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureFavorite","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureFavorite","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureFavorite","3","userid","int","4","10","0","False","","",""
"dbo","LiteratureFavorite","4","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureFile","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureFile","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureFile","3","file_type","nvarchar","100","0","0","False","","",""
"dbo","LiteratureFile","4","file_name","nvarchar","510","0","0","False","","",""
"dbo","LiteratureFile","5","file_path","nvarchar","510","0","0","False","","",""
"dbo","LiteratureFile","6","file_size","bigint","8","19","0","True","","",""
"dbo","LiteratureFile","7","mime_type","nvarchar","200","0","0","True","","",""
"dbo","LiteratureFile","8","orderid","int","4","10","0","False","","","((0))"
"dbo","LiteratureFile","9","status","int","4","10","0","False","","","((1))"
"dbo","LiteratureFile","10","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureImportBatch","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureImportBatch","2","batch_name","nvarchar","400","0","0","False","","",""
"dbo","LiteratureImportBatch","3","import_type","nvarchar","100","0","0","False","","",""
"dbo","LiteratureImportBatch","4","file_name","nvarchar","510","0","0","True","","",""
"dbo","LiteratureImportBatch","5","status","int","4","10","0","False","","","((0))"
"dbo","LiteratureImportBatch","6","total_count","int","4","10","0","False","","","((0))"
"dbo","LiteratureImportBatch","7","success_count","int","4","10","0","False","","","((0))"
"dbo","LiteratureImportBatch","8","fail_count","int","4","10","0","False","","","((0))"
"dbo","LiteratureImportBatch","9","userid","int","4","10","0","False","","","((0))"
"dbo","LiteratureImportBatch","10","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureImportBatch","11","finishtime","datetime","8","23","3","True","","",""
"dbo","LiteratureImportError","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureImportError","2","batch_id","int","4","10","0","False","","",""
"dbo","LiteratureImportError","3","row_no","int","4","10","0","False","","",""
"dbo","LiteratureImportError","4","title","nvarchar","1000","0","0","True","","",""
"dbo","LiteratureImportError","5","error_msg","nvarchar","2000","0","0","False","","",""
"dbo","LiteratureImportError","6","raw_data","nvarchar","-1","0","0","True","","",""
"dbo","LiteratureImportError","7","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureLike","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureLike","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureLike","3","userid","int","4","10","0","False","","",""
"dbo","LiteratureLike","4","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureStatusLog","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureStatusLog","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureStatusLog","3","old_status","int","4","10","0","True","","",""
"dbo","LiteratureStatusLog","4","new_status","int","4","10","0","True","","",""
"dbo","LiteratureStatusLog","5","reviewed_by","int","4","10","0","True","","",""
"dbo","LiteratureStatusLog","6","review_time","datetime","8","23","3","True","","",""
"dbo","LiteratureStatusLog","7","remark","nvarchar","2000","0","0","True","","",""
"dbo","LiteratureStatusLog","8","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureTag","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureTag","2","name","nvarchar","200","0","0","False","","",""
"dbo","LiteratureTag","3","orderid","int","4","10","0","False","","","((0))"
"dbo","LiteratureTag","4","status","int","4","10","0","False","","","((1))"
"dbo","LiteratureTag","5","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","LiteratureTagMap","1","id","int","4","10","0","False","1","1",""
"dbo","LiteratureTagMap","2","literature_id","int","4","10","0","False","","",""
"dbo","LiteratureTagMap","3","tag_id","int","4","10","0","False","","",""
"dbo","LiteratureTagMap","4","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","logincode_list","1","code","nvarchar","100","0","0","False","","",""
"dbo","logincode_list","2","val","nchar","20","0","0","False","","",""
"dbo","logincode_list","3","addtime","datetime","8","23","3","False","","",""
"dbo","logincode_list","4","ip_str","nvarchar","100","0","0","False","","",""
"dbo","logincode_list","5","type","int","4","10","0","False","","",""
"dbo","LoginSingle_List","1","Id","int","4","10","0","False","1","1",""
"dbo","LoginSingle_List","2","Name","nvarchar","500","0","0","False","","",""
"dbo","LoginSingle_List","3","IsShow","int","4","10","0","False","","",""
"dbo","LoginSingle_List","4","OrderId","int","4","10","0","False","","",""
"dbo","LoginSingle_List","5","UpTime","datetime","8","23","3","False","","",""
"dbo","LoginSingle_List","6","AddTime","datetime","8","23","3","False","","",""
"dbo","LoginSingle_List","7","Info_","nvarchar","-1","0","0","True","","",""
"dbo","MasterNameChangeLog","1","id","int","4","10","0","False","1","1",""
"dbo","MasterNameChangeLog","2","entity_type","nvarchar","100","0","0","False","","",""
"dbo","MasterNameChangeLog","3","entity_id","int","4","10","0","False","","",""
"dbo","MasterNameChangeLog","4","old_name_cn","nvarchar","1000","0","0","True","","",""
"dbo","MasterNameChangeLog","5","new_name_cn","nvarchar","1000","0","0","True","","",""
"dbo","MasterNameChangeLog","6","old_name_en","nvarchar","1000","0","0","True","","",""
"dbo","MasterNameChangeLog","7","new_name_en","nvarchar","1000","0","0","True","","",""
"dbo","MasterNameChangeLog","8","old_normalized_name","nvarchar","1000","0","0","True","","",""
"dbo","MasterNameChangeLog","9","new_normalized_name","nvarchar","1000","0","0","True","","",""
"dbo","MasterNameChangeLog","10","addtime","datetime","8","23","3","False","","","(getdate())"
"dbo","NoticeLog_List","1","id","int","4","10","0","False","1","1",""
"dbo","NoticeLog_List","2","info_","nvarchar","-1","0","0","True","","",""
"dbo","NoticeLog_List","3","type","int","4","10","0","False","","",""
"dbo","NoticeLog_List","4","addtime","datetime","8","23","3","False","","",""
"dbo","NoticeLog_List","5","userid","int","4","10","0","False","","",""
"dbo","NoticeLog_List","6","looktime","nvarchar","100","0","0","True","","",""
"dbo","NoticeLog_List","7","status","int","4","10","0","False","","",""
"dbo","NoticeLog_List","8","url","nvarchar","1000","0","0","True","","",""
"dbo","NoticeLog_List","9","name","nvarchar","1000","0","0","False","","",""
"dbo","NoticeLogStatus_List","1","id","int","4","10","0","False","","",""
"dbo","NoticeLogStatus_List","2","name","nvarchar","100","0","0","False","","",""
"dbo","NoticeLogType_List","1","id","int","4","10","0","False","","",""
"dbo","NoticeLogType_List","2","name","nvarchar","100","0","0","False","","",""
"dbo","popedom","1","id","int","4","10","0","False","1","1",""
"dbo","popedom","2","popedom_name","nvarchar","100","0","0","True","","",""
"dbo","popedom","3","popedom_father","int","4","10","0","True","","",""
"dbo","popedom","4","popedom_url","nvarchar","510","0","0","True","","",""
"dbo","popedom","5","orderid","int","4","10","0","True","","",""
"dbo","popedom","6","ishead","int","4","10","0","True","","",""
"dbo","popedomhead","1","id","int","4","10","0","False","1","1",""
"dbo","popedomhead","2","adminid","int","4","10","0","True","","",""
